station_id,latitude,longitude,frequency_mhz,azimuth_deg,power_watts,zipcode,bandwidth_khz,beamwidth_deg,assigned_frequency
Mid Columbia Bus,42.56463888888889,-114.55163888888887,13100.0,217.3,154.8816618912478,83301,200.0,3.0,12900.0
FHS Eastland 2,42.55791666666666,-114.43944444444443,13100.0,217.3,87.09635899560791,83301,200.0,3.0,13250.0
Western States Equip,42.54872222222222,-114.41938888888888,13100.0,217.3,79.43282347242817,83301,200.0,3.0,13000.0
TH OFFICE,42.55219444444444,-114.46561111111112,13000.0,217.3,79.43282347242817,83301,200.0,3.0,13100.0
Burley Site,42.48980555555556,-113.91380555555556,13000.0,217.3,173.78008287493728,83318,200.0,3.0,12700.0
Burley Site,42.48980555555556,-113.91380555555556,13000.0,217.3,79.43282347242817,83318,200.0,3.0,12700.0
Eden Silo,42.608916666666666,-114.20872222222222,13000.0,217.3,275.4228703338163,83325,200.0,3.0,13250.0
Bayer,42.56425,-114.59183333333333,13000.0,217.3,173.78008287493728,83328,200.0,3.0,12750.0
Bayer,42.56425,-114.59183333333333,12950.0,217.3,275.4228703338163,83328,200.0,3.0,12750.0
Bayer,42.56425,-114.59183333333333,13100.0,217.3,79.43282347242817,83328,200.0,3.0,13250.0
Hansen Silo,42.532583333333335,-114.30161111111111,13050.0,217.3,123.02687708123798,83334,200.0,3.0,12750.0
Hansen Silo,42.532583333333335,-114.30161111111111,13050.0,217.3,173.78008287493728,83334,200.0,3.0,12750.0
Hansen Silo,42.532583333333335,-114.30161111111111,13100.0,217.3,79.43282347242817,83334,200.0,3.0,13250.0
Valley School Distri,42.59477777777778,-114.17047222222224,13050.0,217.3,61.65950018614822,83335,200.0,3.0,12700.0
Valley School Distri,42.59477777777778,-114.17047222222224,13000.0,217.3,154.8816618912478,83335,200.0,3.0,12700.0
Jerome Butte,42.72936111111111,-114.42169444444446,12725.0,156.2,26.302679918953803,83338,200.0,3.0,13100.0
Aardema Hill,42.66972222222222,-114.54691666666666,13000.0,217.3,79.43282347242817,83338,200.0,3.0,12700.0
Jerome Butte,42.72936111111111,-114.42169444444446,12775.0,156.2,79.43282347242817,83338,200.0,3.0,12800.0
Flat Top Butte,42.72930555555556,-114.41552777777778,12912.5,271.4,158.48931924611108,83338,200.0,3.0,12900.0
Jerome School Distri,42.72519444444445,-114.49944444444444,12950.0,217.3,79.43282347242817,83338,200.0,3.0,13250.0
Flat Top Butte,42.72930555555556,-114.41552777777778,12912.5,271.4,99.99999999999984,83338,200.0,3.0,13000.0
Aardema Hill,42.66972222222222,-114.54691666666666,13100.0,217.3,79.43282347242817,83338,200.0,3.0,13100.0
Kimberly School,42.53213888888889,-114.37394444444443,12950.0,217.3,87.09635899560791,83341,200.0,3.0,13250.0
Picabo,43.28061111111112,-114.15505555555556,13100.0,217.3,79.43282347242817,83348,200.0,3.0,12750.0
Picabo,43.28061111111112,-114.15505555555556,13100.0,217.3,61.65950018614822,83348,200.0,3.0,13250.0
Picabo,43.28061111111112,-114.15505555555556,12825.0,156.2,52.48074602497723,83348,200.0,3.0,13150.0
Picabo,43.28061111111112,-114.15505555555556,12825.0,156.2,46.77351412871979,83348,200.0,3.0,13000.0
Picabo,43.28061111111112,-114.15505555555556,12950.0,217.3,79.43282347242817,83348,200.0,3.0,12750.0
Wendell School Distr,42.77625,-114.69108333333334,13100.0,217.3,79.43282347242817,83355,200.0,3.0,12700.0
Wendell School Distr,42.77625,-114.69108333333334,13000.0,217.3,173.78008287493728,83355,200.0,3.0,12700.0
FARNSWORTH,40.65911111111111,-112.203,12712.5,230.9,41.686938347033575,84074,200.0,3.0,13250.0
"Lone Tree Mtn., UT",37.605,-113.03111111111112,12775.0,190.8,63.09573444801933,84720,200.0,3.0,13250.0
KUDF Studio,32.22166666666667,-110.95288888888888,13175.0,281.2,218.7761623949552,85719,200.0,3.0,13250.0
Eager,34.10494444444445,-109.3,12825.0,260.1,223.872113856834,85925,200.0,3.0,13250.0
COOLEY MTN,34.06169444444444,-109.9067777777778,13100.0,1.3,38.0189396320561,85930,200.0,3.0,13250.0
NEW SADDLE,35.43838888888889,-111.73155555555556,13100.0,287.1,42.65795188015925,86001,200.0,3.0,13250.0
MCCORMICK,35.39308333333333,-111.55152777777778,12950.0,287.1,42.65795188015925,86004,200.0,3.0,13250.0
Hotevilla B Communi,35.92283333333333,-110.66688888888888,13100.0,106.9,275.4228703338166,86030,200.0,3.0,13250.0
Preston Mesa,36.35886111111111,-111.20291666666668,12775.0,6.5,134.89628825916532,86040,200.0,3.0,12700.0
Page Fiber Shelter,36.89822222222222,-111.40808333333334,13000.0,13.2,60.255958607435744,86040,200.0,3.0,12700.0
nan,37.03413888888889,-110.86958333333332,13000.0,65.7,23.9883291901949,86044,200.0,3.0,12700.0
nan,37.03413888888889,-110.86958333333332,13000.0,65.7,23.9883291901949,86044,200.0,3.0,12700.0
Tuba City Chapter,36.12580555555556,-111.23602777777778,12825.0,6.5,134.89628825916532,86045,200.0,3.0,12750.0
MIDDLE MESA,36.24105555555556,-111.02330555555557,12725.0,309.1,102.32929922807548,86045,200.0,3.0,13250.0
TUBA CITY N,36.14111111111111,-111.23483333333331,12775.0,190.7,26.91534803926914,86045,200.0,3.0,13150.0
Tuba Dine College,36.13238888888889,-111.23311111111111,13050.0,314.6,48.97788193684469,86045,200.0,3.0,13000.0
TUBA CITY,36.12997222222222,-111.23513888888888,13000.0,65.7,23.9883291901949,86045,200.0,3.0,12750.0
LHC-090-BR-H,34.50313888888889,-114.3551111111111,13000.0,,199.52623149688807,86403,200.0,3.0,12700.0
LHC-002-SP-CN,34.49188888888889,-114.34844444444444,12875.0,160.6,112.2018454301964,86403,200.0,3.0,12700.0
LHC-088-HHP-H,34.49377777777778,-114.33927777777777,12825.0,160.6,112.2018454301964,86403,200.0,3.0,12700.0
LHC-088-HHP-H,34.49377777777778,-114.33927777777777,12775.0,160.6,70.79457843841381,86403,200.0,3.0,12700.0
LHC-090-BR-H,34.50313888888889,-114.3551111111111,12875.0,160.6,79.43282347242817,86403,200.0,3.0,12700.0
LHC-090-BR-H,34.50313888888889,-114.3551111111111,13050.0,,251.18864315095823,86403,200.0,3.0,12700.0
LHC-088-HHP-H,34.49377777777778,-114.33927777777777,12825.0,160.6,112.2018454301964,86403,200.0,3.0,12700.0
LHC-002-SP-CN,34.49188888888889,-114.34844444444444,12875.0,160.6,39.81071705534973,86403,200.0,3.0,12700.0
LHC-090-BR-H,34.50313888888889,-114.3551111111111,12825.0,160.6,100.0,86403,200.0,3.0,12700.0
LHC-002-SP-CN,34.49188888888889,-114.34844444444444,12725.0,160.6,70.79457843841381,86403,200.0,3.0,12700.0
LHC-002-SP-CN,34.49188888888889,-114.34844444444444,12725.0,160.6,89.12509381337459,86403,200.0,3.0,12700.0
LHC-008-AN-H,34.52133333333333,-114.33638888888888,12825.0,160.6,39.81071705534973,86404,200.0,3.0,12700.0
LHC-001-RM-H,34.61675,-114.27052777777776,12775.0,160.6,89.12509381337459,86404,200.0,3.0,12700.0
LHC-075-DS-H,34.56966666666667,-114.36138888888888,12875.0,160.6,112.2018454301964,86404,200.0,3.0,12700.0
LHC-121-JR-H,34.56477777777778,-114.36497222222222,12775.0,160.6,89.12509381337459,86404,200.0,3.0,12700.0
LHC-001-RM-H,34.61675,-114.27052777777776,12725.0,160.6,89.12509381337459,86404,200.0,3.0,12700.0
Desert Hills FD STN1,34.54625,-114.36733333333332,12725.0,160.6,100.0,86404,200.0,3.0,12700.0
LHC-008-AN-H,34.52133333333333,-114.33638888888888,12825.0,160.6,177.82794100389228,86404,200.0,3.0,12700.0
LHC-032-DD-H,34.52283333333333,-114.30527777777776,12825.0,160.6,112.2018454301964,86404,200.0,3.0,12700.0
LHC-031-GH-H,34.602361111111115,-114.37094444444443,13100.0,,398.1071705534973,86404,200.0,3.0,12700.0
LHC-032-DD-H,34.52283333333333,-114.30527777777776,12875.0,160.6,112.2018454301964,86404,200.0,3.0,12700.0
LHC-121-JR-H,34.56477777777778,-114.36497222222222,12825.0,160.6,100.0,86404,200.0,3.0,12700.0
Desert Hills FD STN1,34.54625,-114.36733333333332,12825.0,160.6,112.2018454301964,86404,200.0,3.0,12700.0
LHC-008-AN-H,34.52133333333333,-114.33638888888888,12825.0,160.6,100.0,86404,200.0,3.0,12700.0
LHC-032-DD-H,34.52283333333333,-114.30527777777776,12875.0,160.6,56.23413251903491,86404,200.0,3.0,12700.0
LHC-001-RM-H,34.61675,-114.27052777777776,12875.0,160.6,112.2018454301964,86404,200.0,3.0,12700.0
Desert Hills FD STN1,34.54625,-114.36733333333332,12825.0,160.6,100.0,86404,200.0,3.0,12700.0
Desert Hills FD STN1,34.54625,-114.36733333333332,12775.0,160.6,70.79457843841381,86404,200.0,3.0,12700.0
LHC-121-JR-H,34.56477777777778,-114.36497222222222,12875.0,160.6,39.81071705534973,86404,200.0,3.0,12700.0
HOLE IN THE ROCK,36.33261111111111,-110.1006111111111,13100.0,290.1,147.91083881682087,86510,200.0,3.0,13250.0
MANY FARMS,36.35272222222223,-109.61972222222222,12825.0,269.7,323.5936569296284,86538,200.0,3.0,13250.0
RED VALLEY NTUA,36.59552777777778,-109.07330555555556,12875.0,90.6,301.9951720402016,86544,200.0,3.0,13250.0
VBS Pueblo,35.960750000000004,-107.63552777777778,13000.0,15.0,239.88329190194895,87013,200.0,3.0,12700.0
TINIAN,35.80869444444444,-107.30158333333333,12775.0,195.1,114.81536214968816,87013,200.0,3.0,12700.0
Gallup East,35.53397222222222,-108.71369444444444,12875.0,122.1,109.64781961431852,87301,200.0,3.0,13250.0
Narbona Pass,36.07888888888889,-108.8575,13100.0,234.5,478.630092322638,87325,200.0,3.0,13250.0
Chi Chil Tah,35.23405555555556,-108.91511111111112,13000.0,319.2,61.65950018614832,87326,200.0,3.0,13250.0
CNSP,35.66308333333333,-105.98,12762.5,136.5,104.71285480509006,87505,200.0,3.0,12700.0
CNSP,35.66308333333333,-105.98,12762.5,136.5,165.95869074375614,87505,200.0,3.0,12700.0
CERRO PINON,35.89863888888889,-105.89836111111111,12725.0,225.6,63.09573444801933,87506,200.0,3.0,13250.0
Chamita,36.09780555555556,-106.12230555555554,12725.0,225.6,177.82794100389228,87549,200.0,3.0,13250.0
STATION,34.0125,-118.25616666666669,12912.5,336.3,251.18864315095823,90011,200.0,3.0,13250.0
1489,34.073055555555555,-118.27616666666668,13062.5,192.3,223.872113856834,90026,200.0,3.0,13250.0
1923,34.096111111111114,-118.33061111111112,13037.5,156.3,154.88166189124811,90028,200.0,3.0,13250.0
KTTV REMOTE,34.03388888888889,-118.45591666666668,12850.0,279.0,,90064,200.0,3.0,13250.0
Saddle Peak,34.075583333333334,-118.66011111111112,13187.5,78.9,316.2277660168376,90265,200.0,3.0,13250.0
1760,33.757777777777775,-118.28866666666669,13037.5,156.3,154.88166189124811,90731,200.0,3.0,12700.0
1760,33.757777777777775,-118.28866666666669,13137.5,156.3,537.0317963702532,90731,200.0,3.0,12700.0
KABC GLENDAL,34.157222222222224,-118.28869444444445,12712.5,249.3,501.1872336272714,91201,200.0,3.0,13250.0
0163,34.219722222222224,-118.2906111111111,13062.5,156.3,154.88166189124811,91208,200.0,3.0,13250.0
3280,34.253055555555555,-118.41005555555556,13137.5,156.3,537.0317963702532,91331,200.0,3.0,13250.0
2874,34.19333333333333,-118.5478611111111,13037.5,156.3,154.88166189124811,91335,200.0,3.0,12700.0
2874,34.19333333333333,-118.5478611111111,13137.5,156.3,30.902954325135905,91335,200.0,3.0,12700.0
SAN MIGUEL MT,32.69669444444444,-116.93694444444444,13212.5,289.0,436.51583224016656,91978,200.0,3.0,13250.0
Santiago,33.71188888888889,-117.53366666666666,12975.0,279.0,10000.0,92883,200.0,3.0,13250.0
AFB,35.52430555555556,-121.06188888888887,12875.0,137.8,251.18864315095848,93428,200.0,3.0,12750.0
ROCKY BUTTE,35.669999999999995,-121.04580555555556,12875.0,137.8,141.2537544622754,93428,200.0,3.0,13150.0
ROCKY BUTTE,35.669999999999995,-121.04580555555556,12875.0,137.8,112.2018454301964,93428,200.0,3.0,13000.0
AFB,35.52430555555556,-121.06188888888887,13100.0,318.0,223.8721138568345,93428,200.0,3.0,12750.0
FREMONT PEAK,36.75633333333333,-121.50241666666666,12862.5,233.3,44.66835921509632,93908,200.0,3.0,13250.0
PWMHORSETOWE,40.87380555555556,-123.73375,13100.0,356.2,23.442288153199204,95525,200.0,3.0,13250.0
KNEELAND,40.72830555555556,-123.9726388888889,13100.0,356.2,5.888436553555884,95549,200.0,3.0,13250.0
Repeater Ridge,40.68997222222222,-122.83341666666666,12950.0,302.3,85.11380382023759,96052,200.0,3.0,13250.0
SOUTH FORK,40.65413888888889,-122.52491666666668,12825.0,291.7,107.1519305237606,96087,200.0,3.0,12700.0
SOUTH FORK,40.65413888888889,-122.52491666666668,12825.0,291.7,107.1519305237606,96087,200.0,3.0,12700.0
nan,46.58372222222223,-120.53866666666669,13137.5,337.0,,98902,200.0,3.0,13250.0
Glen Alps,61.10111111111111,-149.68555555555557,13062.5,132.9,707.9457843841374,99516,200.0,3.0,13250.0
