,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
0,KKQA        ,54.135,-165.7727777777780,88.1,0.01,-102.0,AK ,"ALEUTIAN PENINSULA BROADCASTING, INC.                                       "
1,KRUA        ,61.33577777777780,-149.5156111111110,88.1,0.01,297.0,AK ,UNIVERSITY OF ALASKA                                                        
2,K201CH,60.065194444444400,-148.01230555555600,88.1,0.01,-136.0,AK ,"TERMINAL RADIO, INC.                                                        "
3,KCUK        ,61.52861111111110,-165.59122222222200,88.1,0.01,24.0,AK ,KASHUNAMIUT SCHOOL DISTRICT                                                 
4,KCUK        ,61.52177777777780,-166.09630555555600,88.1,0.01,14.0,AK ,KASHUNAMIUT SCHOOL DISTRICT                                                 
5,KCUK        ,61.531194444444400,-165.5855277777780,88.1,0.01,15.0,AK ,KASHUNAMIUT SCHOOL DISTRICT                                                 
6,K201BI,60.55333333333330,-145.73363888888900,88.1,0.01,0.0,AK ,"TERMINAL RADIO, INC.                                                        "
7,KFPS        ,54.85577777777780,-163.41419444444400,88.1,0.01,-228.0,AK ,"ALEUTIAN PENINSULA BROADCASTING, INC.                                       "
8,KIYU-FM     ,64.74080555555560,-156.87602777777800,88.1,0.01,11.0,AK ,BIG RIVER PUBLIC BROADCASTING CORPORATION                                   
9,K201AM,58.41741666666670,-135.71013888888900,88.1,0.01,0.0,AK ,"CAPITAL COMMUNITY BROADCASTING, INC.                                        "
10,KAKI        ,58.301111111111100,-134.44222222222200,88.1,0.01,-333.0,AK ,EDUCATIONAL MEDIA FOUNDATION                                                
11,K201AH,70.12647222222220,-143.62166666666700,88.1,0.01,0.0,AK ,"SILAKKUAGVIK COMMUNICATIONS, INC.                                           "
12,KOGJ        ,60.522,-151.07344444444400,88.1,0.01,61.0,AK ,CSN INTERNATIONAL                                                           
13,KOGJ        ,60.52191666666670,-151.07333333333300,88.1,0.01,104.0,AK ,CSN INTERNATIONAL                                                           
14,K201EG,55.35355555555560,-131.68419444444400,88.1,0.01,0.0,AK ,EDUCATIONAL MEDIA FOUNDATION                                                
15,K201DA,55.06022222222220,-162.32866666666700,88.1,0.01,0.0,AK ,"ALEUTIAN PENINSULA BROADCASTING, INC.                                       "
16,K201AG,70.21383333333330,-150.99058333333300,88.1,0.01,0.0,AK ,"SILAKKUAGVIK COMMUNICATIONS, INC.                                           "
17,K201AV,69.72938888888890,-163.01652777777800,88.1,0.01,0.0,AK ,"SILAKKUAGVIK COMMUNICATIONS, INC.                                           "
18,K201AL,56.320750000000000,-133.02919444444400,88.1,0.01,0.0,AK ,NARROWS BROADCASTING CORPORATION                                            
19,K201AO,60.10275,-149.43880555555600,88.1,0.01,0.0,AK ,"PUFFIN PUBLIC BROADCASTING, INC.                                            "
20,K201CL,60.86833333333330,-146.68172222222200,88.1,0.01,0.0,AK ,"TERMINAL RADIO, INC.                                                        "
21,WKRE        ,33.695361111111100,-86.51747222222220,88.1,0.01,120.0,AL ,"ELIJAH RADIO, INC.                                                          "
22,WSJL        ,33.395944444444400,-87.01861111111110,88.1,0.01,98.0,AL ,"ELIJAH RADIO, INC.                                                          "
23,WAYH        ,34.81897222222220,-86.73861111111110,88.1,0.01,204.0,AL ,HOPE MEDIA GROUP                                                            
24,WOKM-LP     ,30.699444444444400,-88.12194444444440,88.1,0.01,12.0,AL ,MOBILE ENVIRONMENTAL JUSTICE ACTION COALITION                               
25,KBAP        ,35.79783333333330,-91.67125,88.1,0.01,0.0,AR ,TONY V. HAMMACK MINISTRIES                                                  
26,KRQA        ,36.39369444444440,-94.18158333333330,88.1,0.01,70.0,AR ,EDUCATIONAL MEDIA FOUNDATION                                                
27,KBPW        ,33.5365,-92.46877777777780,88.1,0.01,103.0,AR ,AMERICAN FAMILY ASSOCIATION                                                 
28,KCGS-FM     ,35.90138888888890,-92.61611111111110,88.1,0.01,191.0,AR ,"ICHTHUS FAMILY HOPE, INC.                                                   "
29,KGIF        ,14.3225,-170.76305555555600,88.1,0.01,413.0,AS ,LEONE CHURCH OF CHRIST                                                      
30,KTHO        ,34.490072222222200,-112.53381388888900,88.1,0.01,491.0,AZ ,"ADVANCE MINISTRIES, INC.                                                    "
31,K201IB,34.42225,-110.56622222222200,88.1,0.01,20.6,AZ ,"ADVANCE MINISTRIES, INC. D/B/A/ NEW LIFE CHRISTIAN SCHOOL                   "
32,K201ER,34.91808333333330,-110.14094444444400,88.1,0.01,0.0,AZ ,"ADVANCE MINISTRIES, INC. D/B/A/ NEW LIFE CHRISTIAN SCHOOL                   "
33,KUYI        ,35.808055555555600,-110.27375000000000,88.1,0.01,124.0,AZ ,THE HOPI FOUNDATION                                                         
34,KLTU        ,32.24894444444450,-111.11697222222200,88.1,0.01,603.0,AZ ,EDUCATIONAL MEDIA FOUNDATION                                                
35,KPJM        ,34.28780555555560,-111.19344444444400,88.1,0.01,268.0,AZ ,"KPJM-LP, INC.                                                               "
36,KREE        ,31.348444444444400,-109.48005555555600,88.1,0.01,46.0,AZ ,"RADIO BILINGUE, INC.                                                        "
37,K202BU,33.66752777777780,-114.05991666666700,88.1,0.01,0.0,AZ ,"ADVANCE MINISTRIES, INC. D/B/A                                              "
38,KNNB        ,33.763083333333300,-109.96147222222200,88.1,0.01,183.0,AZ ,APACHE RADIO BROADCASTING CORPORATION                                       
39,KCFY        ,32.642,-114.56022222222200,88.1,0.01,73.0,AZ ,"RELEVANT MEDIA, INC.                                                        "
40,KRTM        ,34.03777777777780,-116.81419444444400,88.1,0.01,774.0,CA ,"PENFOLD COMMUNICATIONS, INC.                                                "
41,K201BV,38.006861111111100,-122.14383333333300,88.1,0.01,0.0,CA ,KQED INC.                                                                   
42,KWTF        ,38.36075,-122.97516666666700,88.1,0.01,0.0,CA ,KWTF RADIO                                                                  
43,KDUP        ,41.636833333333300,-120.09213888888900,88.1,0.01,-32.0,CA ,SURPRISE VALLEY CULTURE AND ARTS                                            
44,K201AD,35.47994444444450,-117.68394444444400,88.1,0.01,0.0,CA ,"INDIAN WELLS VALLEY TV BOOSTER, INC.                                        "
45,KECG        ,37.90547222222220,-122.29383333333300,88.1,0.01,-29.0,CA ,WEST CONTRA COSTA UNIFIED SCHOOL DISTRICT                                   
46,KMUE        ,40.727361111111100,-123.97255555555600,88.1,0.01,494.0,CA ,REDWOOD COMMUNITY RADIO                                                     
47,K201HR,39.46736111111110,-123.76055555555600,88.1,0.01,139.8,CA ,MENDOCINO COUNTY PUBLIC BROADCASTING                                        
48,KFCF        ,37.073,-119.43177777777800,88.1,0.01,579.0,CA ,FRESNO FREE COLLEGE FOUNDATION                                              
49,KPFZ-FM     ,38.98961111111110,-122.76913888888900,88.1,0.01,655.0,CA ,LAKE COUNTY COMMUNITY RADIO INC                                             
50,KLWG        ,34.90997222222220,-120.18708333333300,88.1,0.01,571.0,CA ,CALVARY CHAPEL OF LOMPOC                                                    
51,KLWG        ,34.60358333333330,-120.48905555555600,88.1,0.01,328.0,CA ,CALVARY CHAPEL OF LOMPOC                                                    
52,KKJZ        ,33.79947222222220,-118.16283333333300,88.1,0.01,137.0,CA ,"CALIFORNIA STATE UNIV., LONG BEACH RESEARCH FOUNDATION                      "
53,K201FW,37.16383333333330,-121.91827777777800,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
54,K201FW,37.35022222222220,-121.89072222222200,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
55,KLHM        ,34.403305555555600,-116.96305555555600,88.1,0.01,-216.0,CA ,"ONDAS DE VIDA, INC.                                                         "
56,KCRY        ,35.122194444444400,-118.20786111111100,88.1,0.01,-29.0,CA ,SANTA MONICA COMMUNITY COLLEGE DISTRICT                                     
57,KNSQ        ,41.221805555555600,-122.3086111111110,88.1,0.01,475.6,CA ,SOUTHERN OREGON UNIVERSITY                                                  
58,K201IH,38.26408333333330,-122.21608333333300,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
59,K201IS,33.30814722222220,-116.84903055555600,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
60,KQNC        ,39.93711111111110,-120.94855555555600,88.1,0.01,-346.0,CA ,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO                                     "
61,K213BZ,39.205555555555600,-121.82055555555600,88.1,0.01,588.0,CA ,CSN INTERNATIONAL                                                           
62,K201IS,33.30836111111110,-116.84888888888900,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
63,K201ES,33.61752777777780,-114.77330555555600,88.1,0.01,0.0,CA ,CSN INTERNATIONAL                                                           
64,KEBR        ,38.24713888888890,-121.50188888888900,88.1,0.01,303.0,CA ,"LOAM MEDIA, INC.                                                            "
65,KYML        ,33.00636111111110,-116.58619444444400,88.1,0.01,705.0,CA ,"CSN INTERNATIONAL, INC.                                                     "
66,KSRH        ,37.969944444444400,-122.51305555555600,88.1,0.01,-70.0,CA ,SAN RAFAEL HIGH SCHOOL                                                      
67,KZSC        ,37.002722222222200,-122.05216666666700,88.1,0.01,140.3,CA ,REGENTS OF THE UNIVERSITY OF CALIFORNIA                                     
68,KZSC        ,37.002722222222200,-122.05216666666700,88.1,0.01,128.5,CA ,REGENTS OF THE UNIVERSITY OF CALIFORNIA                                     
69,K201AJ,38.916583333333300,-119.96322222222200,88.1,0.01,0.0,CA ,"CALIFORNIA STATE UNIVERSITY, SACRAMENTO                                     "
70,K201FV,39.325944444444400,-120.19975000000000,88.1,0.01,0.0,CA ,BOARD OF REGENTS OF THE NEVADA SYSTEM OF HIGHER EDUCATION                   
71,K201IL,39.630250000000000,-106.0475,88.1,0.01,0.0,CO ,COMMUNITY RADIO FOR NORTHERN COLORADO                                       
72,K201FK,39.29472222222220,-102.26075,88.1,0.01,0.0,CO ,CSN INTERNATIONAL                                                           
73,KDNK        ,39.418861111111100,-107.37002777777800,88.1,0.01,775.0,CO ,"CARBONDALE COMMUNITY ACCESS RADIO, INC.                                     "
74,KAFM        ,39.06663888888890,-108.7453888888890,88.1,0.01,396.6,CO ,"GRAND VALLEY PUBLIC RADIO, INC.                                             "
75,K201HV,37.23725,-104.51497222222200,88.1,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        "
76,KVOD        ,39.73277777777780,-105.23611111111100,88.1,0.01,238.0,CO ,"PUBLIC BROADCASTING OF COLORADO, INC.                                       "
77,K201HJ,38.42222222222220,-105.15194444444400,88.1,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        "
78,K201EC,38.88608333333330,-104.89052777777800,88.1,0.01,0.0,CO ,"EDUCATIONAL COMMUNICATIONS OF COLORADO SPRINGS, INC.                        "
79,KPGS        ,37.196666666666700,-107.11752777777800,88.1,0.01,416.0,CO ,"KUTE, INC.                                                                  "
80,KMPZ        ,38.446638888888900,-106.01055555555600,88.1,0.01,827.0,CO ,"CHEYENNE MOUNTAIN PUBLIC BROADCAST HOUSE, INC.                              "
81,K201IP,40.5325,-103.12327777777800,88.1,0.01,0.0,CO ,CSN INTERNATIONAL                                                           
82,WESU        ,41.553416666666700,-72.65758333333330,88.1,0.01,11.0,CT ,WESLEYAN                                                                    
83,WMNR        ,41.31897222222220,-73.25316666666670,88.1,0.01,123.0,CT ,"TOWN OF MONROE, CONNECTICUT                                                 "
84,WMNR        ,41.341638888888900,-73.27444444444440,88.1,0.01,117.0,CT ,"TOWN OF MONROE, CONNECTICUT                                                 "
85,WMNR        ,41.31897222222220,-73.25316666666670,88.1,0.01,82.0,CT ,"TOWN OF MONROE, CONNECTICUT                                                 "
86,WMHS        ,39.75761111111110,-75.66686111111110,88.1,0.01,37.0,DE ,RED CLAY CONSOLIDATED SCHOOL DISTRICT                                       
87,WJIS        ,27.131972222222200,-82.39397222222220,88.1,0.01,121.0,FL ,"RADIO TRAINING NETWORK, INC.                                                "
88,WUBA        ,29.80938888888890,-82.60705555555560,88.1,0.01,0.0,FL ,"NEIGHBORHOODS UNITED FOR A BETTER ALACHUA, INC.                             "
89,WRGP        ,25.540361111111100,-80.4683888888889,88.1,0.01,129.0,FL ,FLORIDA INTERNATIONAL UNIVERSITY BOARD OF TRUSTEES                          
90,WCRJ        ,30.27636111111110,-81.56397222222220,88.1,0.01,194.0,FL ,"RADIO TRAINING NETWORK, INC.                                                "
91,WHIJ        ,29.238027777777800,-82.12091666666670,88.1,0.01,117.0,FL ,"RADIO TRAINING NETWORK, INC.                                                "
92,WUWF        ,30.403805555555600,-86.99275,88.1,0.01,187.2,FL ,THE UNIVERSITY OF WEST FLORIDA                                              
93,WUWF        ,30.543833333333300,-87.22019444444450,88.1,0.01,29.2,FL ,THE UNIVERSITY OF WEST FLORIDA                                              
94,WEKI        ,28.582166666666700,-82.52894444444450,88.1,0.01,111.0,FL ,"CALL COMMUNICATIONS GROUP, INC.                                             "
95,WAYF        ,26.589222222222200,-80.212,88.1,0.01,321.0,FL ,HOPE MEDIA GROUP                                                            
96,W219DU,31.200277777777800,-81.49638888888890,88.1,0.01,0.0,GA ,CSN INTERNATIONAL                                                           
97,W201CC,34.10566666666670,-83.93019444444450,88.1,0.01,0.0,GA ,CSN INTERNATIONAL                                                           
98,W201DJ,31.54575,-82.89152777777780,88.1,0.01,0.0,GA ,FAMILY FIRST                                                                
99,WNEE        ,34.012055555555600,-83.29375,88.1,0.01,49.0,GA ,"CLARKE PUBLIC RADIO, INC.                                                   "
100,WLXP        ,32.06355555555560,-81.04872222222220,88.1,0.01,104.0,GA ,"CHRISTIAN MULTIMEDIA NETWORK, INC.                                          "
101,WRJS        ,32.35572222222220,-82.61847222222220,88.1,0.01,82.2,GA ,"GRACE MISSIONARY BAPTIST CHURCH, INC.                                       "
102,WAYT        ,30.66852777777780,-83.96933333333330,88.1,0.01,392.0,GA ,HOPE MEDIA GROUP                                                            
103,WJSP-FM     ,32.852361111111100,-84.70102777777780,88.1,0.01,461.2,GA ,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION                                
104,WJSP-FM     ,32.852361111111100,-84.70102777777780,88.1,0.01,461.2,GA ,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION                                
105,W201DM,34.06627777777780,-84.45394444444450,88.1,0.01,0.0,GA ,"CSN INTERNATIONAL, INC.                                                     "
106,W201DM,34.06647222222220,-84.45380555555560,88.1,0.01,0.0,GA ,"CSN INTERNATIONAL, INC.                                                     "
107,KHMG        ,13.488055555555600,144.83138888888900,88.1,0.01,166.0,GU ,HARVEST CHRISTIAN ACADEMY                                                   
108,KCQA        ,22.1825,-159.33305555555600,88.1,0.01,28.0,HI ,"COMMUNITY SERVICE BROADCASTING FOUNDATION, INC.                             "
109,KLHE        ,19.729166666666700,-155.0227777777780,88.1,0.01,-34.0,HI ,EDUCATIONAL MEDIA FOUNDATION                                                
110,KHPR        ,21.33347222222220,-157.81475,88.1,0.01,514.0,HI ,"HAWAII PUBLIC RADIO, INC.                                                   "
111,KHPR        ,21.336666666666700,-157.8175,88.1,0.01,0.0,HI ,"HAWAII PUBLIC RADIO, INC.                                                   "
112,KHPR-FM1,21.510444444444400,-158.14555555555600,88.1,0.01,0.0,HI ,"HAWAII PUBLIC RADIO, INC.                                                   "
113,KHPR-FM1,21.510444444444400,-158.14555555555600,88.1,0.01,0.0,HI ,"HAWAII PUBLIC RADIO, INC.                                                   "
114,NEW         ,40.752472222222200,-91.12613888888890,88.1,0.01,69.0,IA ,HERITAGE BAPTIST CHURCH                                                     
115,KDPS        ,41.58388888888890,-93.64152777777780,88.1,0.01,85.0,IA ,DES MOINES INDEPENDENT SCHOOL DISTRICT                                      
116,KICB        ,42.49077777777780,-94.2005,88.1,0.01,40.0,IA ,IOWA CENTRAL COMMUNITY COLLEGE                                              
117,KQLF        ,41.03391666666670,-92.40963888888890,88.1,0.01,43.0,IA ,"COMMUNITY BROADCASTING, INC.                                                "
118,KOIA        ,42.668305555555600,-94.99333333333330,88.1,0.01,112.2,IA ,"SAINT GABRIEL COMMUNICATIONS, LTD                                           "
119,KBBG        ,42.51247222222220,-92.3235,88.1,0.01,47.0,IA ,"AFRO AMERICAN COMMUNITY BROADCASTING, INC.                                  "
120,KTFY        ,42.72991666666670,-114.41919444444400,88.1,0.01,199.0,ID ,"IDAHO CONFERENCE OF SEVENTH-DAY ADVENTISTS, INC.                            "
121,K201JC,44.55247222222220,-114.09022222222200,88.1,0.01,0.0,ID ,IDAHO STATE BOARD OF EDUCATION                                              
122,KRRB        ,43.620694444444400,-117.21069444444400,88.1,0.01,298.0,ID ,"PENSACOLA CHRISTIAN COLLEGE, INC.                                           "
123,K201IG,43.79936111111110,-111.77636111111100,88.1,0.01,0.0,ID ,IDAHO STATE UNIVERSITY                                                      
124,WCSW        ,40.477222222222200,-88.55388888888890,88.1,0.01,96.0,IL ,2820 COMMUNICATIONS INC
125,WESN        ,40.49113888888890,-88.99366666666670,88.1,0.01,30.0,IL ,ILLINOIS WESLEYAN UNIVERSITY                                                
126,WWTG        ,42.10586111111110,-88.37730555555560,88.1,0.01,33.0,IL ,CARY GROVE ADVENTIST FELLOWSHIP                                             
127,WZGL        ,39.477250000000000,-88.14030555555560,88.1,0.01,69.9,IL ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
128,WCRX        ,41.87441666666670,-87.6248611111111,88.1,0.01,71.0,IL ,COLUMBIA COLLEGE                                                            
129,WBMF        ,41.421416666666700,-87.64422222222220,88.1,0.01,114.0,IL ,"FAMILY WORSHIP CENTER CHURCH, INC.                                          "
130,WNLD        ,39.809750000000000,-88.99202777777780,88.1,0.01,93.0,IL ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
131,WAXR        ,41.47975,-90.269,88.1,0.01,98.0,IL ,AMERICAN FAMILY ASSOCIATION                                                 
132,WIHM-FM     ,37.7175,-88.5436111111111,88.1,0.01,96.8,IL ,COVENANT NETWORK                                                            
133,W201BL,39.721722222222200,-90.19594444444450,88.1,0.01,0.0,IL ,"FAMILY WORSHIP CENTER CHURCH, INC.                                          "
134,WLTL        ,41.812527777777800,-87.88088888888890,88.1,0.01,42.0,IL ,LYONS TOWNSHIP HIGH SCHOOL                                                  
135,WLRA        ,41.602805555555600,-88.08033333333330,88.1,0.01,40.0,IL ,LEWIS UNIVERSITY                                                            
136,WPTH        ,38.69727777777780,-88.03697222222220,88.1,0.01,61.0,IL ,"VCY AMERICA, INC.                                                           "
137,WLWJ        ,40.001444444444400,-89.69705555555560,88.1,0.01,100.0,IL ,"GOOD NEWS RADIO, INC.                                                       "
138,WTZI        ,41.95558333333330,-87.86727777777780,88.1,0.01,22.0,IL ,RADIOED                                                                     
139,WSOG        ,41.292250000000000,-89.13313888888890,88.1,0.01,80.0,IL ,"SPIRIT EDUCATIONAL ASSOCIATION, INC.                                        "
140,WLWX        ,41.869194444444400,-88.09894444444440,88.1,0.01,43.0,IL ,EDUCATIONAL MEDIA FOUNDATION                                                
141,WLWX        ,41.87088888888890,-88.09491666666670,88.1,0.01,41.0,IL ,EDUCATIONAL MEDIA FOUNDATION                                                
142,WNTH        ,42.09413888888890,-87.71902777777780,88.1,0.01,46.0,IL ,BOARD OF EDUCATION NEW TRIER TOWNSHIP DISTRICT 203
143,WVPE        ,41.61366666666670,-86.1888888888889,88.1,0.01,304.0,IN ,ELKHART COMMUNITY SCHOOLS                                                   
144,WMBL        ,38.76391666666670,-86.52080555555560,88.1,0.01,122.0,IN ,THE MOODY BIBLE INSTITUTE OF CHICAGO                                        
145,WNAP-FM     ,39.70608333333330,-85.49466666666670,88.1,0.01,111.0,IN ,"NEW BEGINNINGS MOVEMENT, INC.                                               "
146,WNAP-FM     ,39.706138888888900,-85.49463888888890,88.1,0.01,111.0,IN ,"NEW BEGINNINGS MOVEMENT, INC.                                               "
147,WNAP-FM     ,39.70608333333330,-85.49466666666670,88.1,0.01,111.0,IN ,"NEW BEGINNINGS MOVEMENT, INC.                                               "
148,WNAP-FM     ,39.70608333333330,-85.49466666666670,88.1,0.01,111.0,IN ,"NEW BEGINNINGS MOVEMENT, INC.                                               "
149,WNAS        ,38.298944444444400,-85.81244444444440,88.1,0.01,1.0,IN ,NEW ALBANY-FLOYD CTY.CON.SCH.CORP.                                          
150,WKRY        ,39.06838888888890,-85.26608333333330,88.1,0.01,92.0,IN ,GOOD SHEPHERD RADIO INC.                                                    
151,W201BO,38.68394444444440,-87.43558333333330,88.1,0.01,0.0,IN ,BETHEL BAPTIST CHURCH                                                       
152,WSRC        ,40.15002777777780,-86.9038888888889,88.1,0.01,119.0,IN ,"CALVARY CHAPEL OF CRAWFORDSVILLE, INC.                                      "
153,K201JF,39.40222222222220,-98.12838888888890,88.1,0.01,0.0,KS ,AMERICAN FAMILY ASSOCIATION                                                 
154,KZCK        ,39.35111111111110,-101.05405555555600,88.1,0.01,109.0,KS ,"THE PRAISE NETWORK, INC.                                                    "
155,KBTL        ,37.804472222222200,-96.88419444444450,88.1,0.01,28.0,KS ,BUTLER COUNTY COMMUNITY COLLEGE                                             
156,KRTT        ,38.36277777777780,-98.76425,88.1,0.01,39.0,KS ,"DIVINE MERCY RADIO, INC.                                                    "
157,KVDM        ,38.95805555555560,-99.35222222222220,88.1,0.01,82.0,KS ,"DIVINE MERCY RADIO, INC.                                                    "
158,KJVL        ,38.05444444444440,-97.93088888888890,88.1,0.01,57.0,KS ,"GREAT PLAINS CHRISTIAN RADIO, INC.                                          "
159,KBCU        ,38.073888888888900,-97.34336111111110,88.1,0.01,17.0,KS ,BETHEL COLLEGE                                                              
160,KJTY        ,39.03916666666670,-95.44997222222220,88.1,0.01,234.0,KS ,INTENTIONAL LIFE MEDIA                                                      
161,KLCM        ,37.59161111111110,-101.35763888888900,88.1,0.01,10.0,KS ,LIBERTAD EN CRISTO MINISTRIES                                               
162,WAYD        ,36.96033333333330,-86.54694444444450,88.1,0.01,113.0,KY ,HOPE MEDIA GROUP                                                            
163,WTRT        ,36.810027777777800,-88.35919444444440,88.1,0.01,93.9,KY ,"PENNYRILE CHRISTIAN COMMUNITY, INC.                                         "
164,W201DD,37.291694444444400,-87.10830555555560,88.1,0.01,0.0,KY ,HOPE MEDIA GROUP                                                            
165,WDFB-FM     ,37.59616666666670,-84.83855555555550,88.1,0.01,100.0,KY ,ALUM SPRINGS EDUCATIONAL CORPORATION                                        
166,WUIC        ,36.80138888888890,-83.37694444444440,88.1,0.01,440.0,KY ,"TORSTRICK MINISTRIES, INC.                                                  "
167,WTRL        ,37.481944444444400,-85.68805555555560,88.1,0.01,86.0,KY ,FREEDOM'S WAY ASSEMBLY OF GOD                                               
168,WRFL        ,38.038694444444400,-84.50438888888890,88.1,0.01,87.0,KY ,"BOARD OF TRUSTEES, UNIVERSITY OF KENTUCKY                                   "
169,WEKM-FM     ,38.68758333333330,-83.81291666666670,88.1,0.01,68.0,KY ,EASTERN KENTUCKY UNIVERSITY                                                 
170,WAXG        ,38.060916666666700,-83.95547222222220,88.1,0.01,53.0,KY ,AMERICAN FAMILY ASSOCIATION                                                 
171,WKVY        ,37.076750000000000,-84.81077777777780,88.1,0.01,160.3,KY ,EDUCATIONAL MEDIA FOUNDATION                                                
172,KAYT        ,31.565444444444400,-92.55013888888890,88.1,0.01,307.0,LA ,"BLACK MEDIA WORKS, INC.                                                     "
173,K201FO,30.191861111111100,-92.62152777777780,88.1,0.01,82.8,LA ,CSN INTERNATIONAL                                                           
174,KPAQ        ,30.261583333333300,-91.31122222222220,88.1,0.01,91.0,LA ,AMERICAN FAMILY ASSOCIATION                                                 
175,WMBR        ,42.361694444444400,-71.08552777777780,88.1,0.01,92.0,MA ,TECHNOLOGY BROADCASTING CORPORATION                                         
176,WSBR        ,42.283055555555600,-73.25222222222220,88.1,0.01,-112.0,MA ,"PITTSFIELD COMMUNITY CABLE BROADCASTING, INC                                "
177,WJFE        ,41.285,-70.13972222222220,88.1,0.01,54.0,MA ,"NANTUCKET PUBLIC RADIO, INC.                                                "
178,WFHL        ,41.63761111111110,-70.87141666666670,88.1,0.01,41.0,MA ,"NEW BEDFORD CHRISTIAN RADIO, INC.                                           "
179,WCHC        ,42.23758333333330,-71.8081111111111,88.1,0.01,-2.0,MA ,COLLEGE OF THE HOLY CROSS                                                   
180,WYPR        ,39.331500000000000,-76.65747222222220,88.1,0.01,129.6,MD ,WYPR                                                                        
181,WYPF        ,39.49205555555560,-77.49972222222220,88.1,0.01,339.7,MD ,"WYPR LICENSE HOLDING, LLC                                                   "
182,WGWS        ,38.14541666666670,-76.37244444444440,88.1,0.01,53.0,MD ,"CSN INTERNATIONAL, INC.                                                     "
183,WGWS        ,38.14541666666670,-76.37244444444440,88.1,0.01,53.0,MD ,"CSN INTERNATIONAL, INC.                                                     "
184,WMEY        ,44.10786111111110,-69.92422222222220,88.1,0.01,64.0,ME ,"LIGHT OF LIFE MINISTRIES, INC.                                              "
185,WMEK        ,43.41811111111110,-70.80063888888890,88.1,0.01,187.0,ME ,WORD RADIO EDUCATIONAL FOUNDATION                                           
186,W201CF,43.900555555555600,-85.7595,88.1,0.01,26.4,MI ,CSN INTERNATIONAL                                                           
187,WODS-LP     ,43.6825,-85.49472222222220,88.1,0.01,12.0,MI ,BIG RAPIDS WIRELESS INC                                                     
188,WBFH        ,42.57780555555560,-83.28605555555560,88.1,0.01,51.0,MI ,BLOOMFIELD HILLS SCHOOL DISTRICT                                            
189,NEW         ,44.24888888888890,-85.31338888888890,88.1,0.01,0.0,MI ,SMILE FM                                                                    
190,WBLW        ,45.170000000000000,-84.75113888888890,88.1,0.01,260.0,MI ,"GRACE BAPTIST CHURCH OF GAYLORD, MICHIGAN                                   "
191,WHYT        ,43.17502777777780,-83.06716666666670,88.1,0.01,177.0,MI ,SMILE FM                                                                    
192,WSFP        ,44.70333333333330,-83.52413888888890,88.1,0.01,143.0,MI ,MICHIGAN COMMUNITY RADIO                                                    
193,WHPR-FM     ,42.40808333333330,-83.09158333333330,88.1,0.01,32.0,MI ,R.J.'S LATE NIGHT ENTERTAINMENT CORPORATION                                 
194,-           ,44.28916666666670,-84.74222222222220,88.1,0.01,248.0,MI ,FULL POTENTIAL                                                              
195,WLGH        ,42.70558333333330,-84.35747222222220,88.1,0.01,174.0,MI ,SMILE FM                                                                    
196,WSMF        ,41.91891666666670,-83.37602777777780,88.1,0.01,41.0,MI ,NORTHLAND COMMUNITY BROADCASTERS                                            
197,WSDP        ,42.349472222222200,-83.49577777777780,88.1,0.01,16.0,MI ,PLYMOUTH-CANTON COMMUNITY SCHOOLS                                           
198,-           ,45.77972222222220,-87.14047222222220,88.1,0.01,117.0,MI ,FULL POTENTIAL                                                              
199,WYCE        ,42.91197222222220,-85.68336111111110,88.1,0.01,50.0,MI ,GRAND RAPIDS CABLE ACCESS CENTER                                            
200,KGPL        ,47.78252777777780,-96.59058333333330,88.1,0.01,26.0,MN ,"WE HAVE THIS HOPE CHRISTIAN RADIO, INC.                                     "
201,KAWD        ,46.82855555555560,-95.82919444444440,88.1,0.01,-4.0,MN ,"CHRISTIAN MEDIA, INC.                                                       "
202,KDGR        ,47.21819444444450,-93.54744444444440,88.1,0.01,55.0,MN ,UNIVERSITY OF NORTHWESTERN - ST. PAUL                                       
203,K201BW,43.757583333333300,-91.29005555555560,88.1,0.01,0.0,MN ,MINNESOTA PUBLIC RADIO                                                      
204,KJCA        ,44.46988888888890,-95.77363888888890,88.1,0.01,51.0,MN ,MINN-IOWA CHRISTIAN BROADCASTING                                            
205,-           ,44.56916666666670,-93.40944444444450,88.1,0.01,41.0,MN ,"PODEROSA BROADCASTING, INC.                                                 "
206,WAJC        ,44.720777777777800,-93.0321388888889,88.1,0.01,22.0,MN ,MARANATHA ASSEMBLY OF GOD CHURCH                                            
207,KRLX        ,44.46077777777780,-93.15602777777780,88.1,0.01,5.0,MN ,CARLETON COLLEGE                                                            
