,station_id,y_coord,x_coord,frequency_mhz,bandwidth_mhz,azimuth_deg,state,licensee
12036,KYYZ        ,48.047805555555600,-103.98411111111100,96.1,0.01,265.0,ND ,"TOWNSQUARE LICENSE, LLC                                                     "
12037,KINI        ,43.13055555555560,-100.90097222222200,96.1,0.01,152.0,NE ,ROSEBUD SIOUX TRIBE                                                         
12038,K241CN,40.668055555555600,-99.08147222222220,96.1,0.01,0.0,NE ,"NRG LICENSE SUB, LLC                                                        "
12039,KICX-FM     ,40.171388888888900,-100.68488888888900,96.1,0.01,90.0,NE ,"ARMADA MEDIA - MCCOOK, INC.                                                 "
12040,KICX-FM     ,40.171388888888900,-100.68488888888900,96.1,0.01,74.0,NE ,"ARMADA MEDIA - MCCOOK, INC.                                                 "
12041,KISO        ,41.30888888888890,-96.0261388888889,96.1,0.01,331.0,NE ,"IHM LICENSES, LLC                                                           "
12042,KISO        ,41.25611111111110,-95.93697222222220,96.1,0.01,80.0,NE ,"IHM LICENSES, LLC                                                           "
12043,KISO        ,41.26530555555560,-95.99108333333330,96.1,0.01,62.0,NE ,"IHM LICENSES, LLC                                                           "
12044,W241AJ,43.546,-71.37808333333330,96.1,0.01,0.0,NH ,LAKES MEDIA LLC                                                             
12045,WBUB-LP     ,43.09861111111110,-70.74416666666670,96.1,0.01,17.0,NH ,CULTURAL MEDIA CONNECTION                                                   
12046,WTTH        ,39.38111111111110,-74.45016666666670,96.1,0.01,76.0,NJ ,"IHM LICENSES, LLC                                                           "
12047,W241CS,39.42202777777780,-75.02125,96.1,0.01,0.0,NJ ,EFRAIN MUNIZ-CAMPOS                                                         
12048,KFLH        ,36.89944444444440,-106.60202777777800,96.1,0.01,78.0,NM ,"TEETER, LLC                                                                 "
12049,K241BP,36.69611111111110,-108.22091666666700,96.1,0.01,0.0,NM ,"PROCLAIMING CHRIST'S LOVE MINISTRIES, INC.                                  "
12050,KPQN        ,33.399166666666700,-104.37547222222200,96.1,0.01,136.0,NM ,HISPANIC TARGET MEDIA INC.                                                  
12051,KPQN        ,33.40258055555560,-104.37563888888900,96.1,0.01,98.0,NM ,HISPANIC TARGET MEDIA INC.                                                  
12052,K241AK,39.58377777777780,-119.7996111111110,96.1,0.01,0.0,NV ,AMERICOM LIMITED PARTNERSHIP                                                
12053,WTSS        ,42.88616666666670,-78.87336111111110,96.1,0.01,154.0,NY ,"TOWNSQUARE MEDIA OF BUFFALO, INC.                                           "
12054,WTSS        ,42.88616666666670,-78.87336111111110,96.1,0.01,134.5,NY ,"TOWNSQUARE MEDIA OF BUFFALO, INC.                                           "
12055,WTSS        ,42.95366666666670,-78.87641666666670,96.1,0.01,195.0,NY ,"TOWNSQUARE MEDIA OF BUFFALO, INC.                                           "
12056,WJVC        ,40.852333333333300,-72.76483333333330,96.1,0.01,152.0,NY ,"JVC MEDIA LLC, A FLORIDA                                                    "
12057,WJVC        ,40.852333333333300,-72.76483333333330,96.1,0.01,143.0,NY ,"JVC MEDIA LLC, A FLORIDA                                                    "
12058,W241CM,42.573972222222200,-76.18741666666670,96.1,0.01,0.0,NY ,"MARS HILL BROADCASTING CO., INC.                                            "
12059,WCBF        ,42.130916666666700,-76.79022222222220,96.1,0.01,216.0,NY ,"SOUTHERN BELLE, LLC                                                         "
12060,WCBF        ,42.130916666666700,-76.79022222222220,96.1,0.01,175.0,NY ,"SOUTHERN BELLE, LLC                                                         "
12061,WVLF        ,44.90311111111110,-74.88352777777780,96.1,0.01,100.0,NY ,"STEPHENS MEDIA GROUP MASSENA,                                               "
12062,W241CN,42.555388888888900,-77.12433333333330,96.1,0.01,0.0,NY ,"THE FINGERLAKES RADIO GROUP, INC.                                           "
12063,WPKF        ,41.737861111111100,-73.90511111111110,96.1,0.01,81.0,NY ,"IHM LICENSES, LLC                                                           "
12064,WPKF        ,41.705083333333300,-73.88736111111110,96.1,0.01,28.0,NY ,"IHM LICENSES, LLC                                                           "
12065,WPKF        ,41.705083333333300,-73.88736111111110,96.1,0.01,28.0,NY ,"IHM LICENSES, LLC                                                           "
12066,W241DG,43.134861111111100,-77.58491666666670,96.1,0.01,0.0,NY ,"IHM LICENSES, LLC                                                           "
12067,WODZ-FM     ,43.14416666666670,-75.17888888888890,96.1,0.01,203.0,NY ,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.                               "
12068,WODZ-FM     ,43.14425,-75.17877777777780,96.1,0.01,184.0,NY ,"TOWNSQUARE MEDIA LICENSEE OF UTICA/ROME, INC.                               "
12069,W242DJ,43.01175,-73.68316666666670,96.1,0.01,0.0,NY ,LOUD MEDIA LLC                                                              
12070,WMTR-FM     ,41.55811111111110,-84.1855,96.1,0.01,122.0,OH ,"NOBCO, INC.                                                                 "
12071,WOHK        ,41.883916666666700,-80.64080555555560,96.1,0.01,139.0,OH ,EDUCATIONAL MEDIA FOUNDATION                                                
12072,WBWH-LP     ,40.896972222222200,-83.90269444444450,96.1,0.01,0.0,OH ,BLUFFTON COLLEGE                                                            
12073,WCFI-LP     ,41.14394444444440,-81.50066666666670,96.1,0.01,0.0,OH ,CITY OF CUYAHOGA FALLS                                                      
12074,WKFM        ,41.30144444444440,-82.48766666666670,96.1,0.01,133.0,OH ,ELYRIA-LORAIN BROADCASTING COMPANY                                          
12075,WZLP-LP     ,40.63227777777780,-82.24736111111110,96.1,0.01,1.0,OH ,ZION EVANGELICAL LUTHERAN CHURCH                                            
12076,KZRC        ,33.88955555555560,-96.15219444444450,96.1,0.01,100.0,OK ,KEYSTONE BROADCASTING CORPORATION                                           
12077,KXXY-FM     ,35.597833333333300,-97.48975,96.1,0.01,372.0,OK ,"IHM LICENSES, LLC                                                           "
12078,KXXY-FM     ,35.597833333333300,-97.48975,96.1,0.01,215.0,OK ,"IHM LICENSES, LLC                                                           "
12079,KXXY-FM     ,35.491166666666700,-97.50947222222220,96.1,0.01,78.0,OK ,"IHM LICENSES, LLC                                                           "
12080,KITO-FM     ,36.58227777777780,-95.02661111111110,96.1,0.01,150.0,OK ,"KXOJ, INC.                                                                  "
12081,KITO-FM     ,36.58227777777780,-95.02661111111110,96.1,0.01,150.0,OK ,"KXOJ, INC.                                                                  "
12082,K241CA,42.29816666666670,-122.74919444444400,96.1,0.01,0.0,OR ,"SMG-MEDFORD, LLC                                                            "
12083,K241CW,45.39875,-117.38905555555600,96.1,0.01,0.0,OR ,"WALLOWA VALLEY RADIO, LLC                                                   "
12084,KZEL-FM     ,44.00094444444440,-123.11369444444400,96.1,0.01,333.0,OR ,CUMULUS LICENSING LLC                                                       
12085,K241AG,42.410666666666700,-123.28227777777800,96.1,0.01,347.0,OR ,"SMG-MEDFORD, LLC                                                            "
12086,KSRV-FM     ,43.754888888888900,-116.09844444444400,96.1,0.01,815.0,OR ,ILIAD MEDIA GROUP HOLDINGS INC.                                             
12087,KSRV-FM     ,43.75483333333330,-116.0985,96.1,0.01,803.0,OR ,ILIAD MEDIA GROUP HOLDINGS INC.                                             
12088,KLKY        ,45.4865,-119.43222222222200,96.1,0.01,359.0,OR ,"JACOBS RADIO PROGRAMMING, LLC                                               "
12089,W241CQ,40.56841666666670,-78.43997222222220,96.1,0.01,0.0,PA ,LIGHTNER COMMUNICATIONS LLC                                                 
12090,WCTO        ,40.59847222222220,-75.41997222222220,96.1,0.01,160.0,PA ,"RADIO LICENSE HOLDING CBC, LLC                                              "
12091,WCTO        ,40.59847222222220,-75.41997222222220,96.1,0.01,145.0,PA ,"RADIO LICENSE HOLDING CBC, LLC                                              "
12092,W241CH,40.00372222222220,-75.20183333333330,96.1,0.01,0.0,PA ,"WURD RADIO, LLC                                                             "
12093,WKST-FM     ,40.397,-79.96172222222220,96.1,0.01,159.0,PA ,"IHM LICENSES, LLC                                                           "
12094,WKST-FM     ,40.397555555555600,-79.96116666666670,96.1,0.01,148.0,PA ,"IHM LICENSES, LLC                                                           "
12095,WSOX        ,39.904555555555600,-76.57969444444440,96.1,0.01,290.0,PA ,RADIO LICENSE HOLDING SRC LLC                                               
12096,WSOX        ,39.904555555555600,-76.57969444444440,96.1,0.01,247.0,PA ,RADIO LICENSE HOLDING SRC LLC                                               
12097,W241AZ,41.409444444444400,-75.66666666666670,96.1,0.01,0.0,PA ,"TIMES SHAMROCK MEDIA, L.P.                                                  "
12098,W241BB,41.18647222222220,-75.85880555555560,96.1,0.01,251.8,PA ,"TIMES SHAMROCK MEDIA, L.P.                                                  "
12099,W241BB,41.18647222222220,-75.85880555555560,96.1,0.01,251.8,PA ,"TIMES SHAMROCK MEDIA, L.P.                                                  "
12100,W241DE,18.32338888888890,-66.1123611111111,96.1,0.01,0.0,PR ,AURIO MATOS BARRETO                                                         
12102,W241CW,18.246055555555600,-66.02325,96.1,0.01,0.0,PR ,TURABO RADIO CORPORATION                                                    
12103,WAEL-FM     ,18.149944444444400,-66.98711111111110,96.1,0.01,613.0,PR ,"WAEL, INC.                                                                  "
12104,W262CE,34.6875,-82.98694444444450,96.1,0.01,376.0,SC ,SUTTON RADIOCASTING CORPORATION                                             
12105,W241DJ,34.04416666666670,-80.99722222222220,96.1,0.01,0.0,SC ,"GLORY COMMUNICATIONS, INC.                                                  "
12106,WKZQ-FM     ,33.591,-79.0483611111111,96.1,0.01,265.4,SC ,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE                                "
12107,W241DA,32.843944444444400,-81.1253611111111,96.1,0.01,0.0,SC ,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC.                                    "
12108,W241CV,32.22686111111110,-80.84788888888890,96.1,0.01,0.0,SC ,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE                                "
12109,W241CT,33.339305555555600,-80.43375,96.1,0.01,0.0,SC ,HARRY GOVAN                                                                 
12110,W241BI,33.469055555555600,-80.84397222222220,96.1,0.01,0.0,SC ,"BIBLE BROADCASTING NETWORK, INC.                                            "
12111,KIXX        ,45.17522222222220,-96.98783333333330,96.1,0.01,298.0,SD ,ALPHA 3E LICENSEE LLC
12112,W241BV,35.64369444444440,-88.77338888888890,96.1,0.01,0.0,TN ,"SOUTHERN STONE COMMUNICATIONS, LLC                                          "
12113,WLNT-LP     ,35.736444444444400,-84.35575,96.1,0.01,0.0,TN ,COMMUNITY RADIO OF LOUDON COUNTY INCORPORATED                               
12114,W241BE,36.26394444444450,-88.66755555555560,96.1,0.01,0.0,TN ,THUNDERBOLT BROADCASTING COMPANY                                            
12115,K241BO,31.03838888888890,-97.47452777777780,96.1,0.01,0.0,TX ,"HOUSTON CHRISTIAN BROADCATERS, INC.                                         "
12116,KCTX-FM     ,34.43894444444440,-100.21983333333300,96.1,0.01,145.0,TX ,JAMES BOLES                                                                 
12117,DKBEX       ,35.73802777777780,-102.25183333333300,96.1,0.01,242.0,TX ,"VIVA MEDIA, LLC                                                             "
12118,KIOX-FM     ,29.10163888888890,-96.45552777777780,96.1,0.01,139.0,TX ,BAY AND BEYOND BROADCASTING LLC                                             
12119,KBTQ        ,26.14925,-97.82194444444440,96.1,0.01,301.0,TX ,"LATINO MEDIA NETWORK, LLC                                                   "
12120,KBTQ        ,26.120833333333300,-97.82194444444440,96.1,0.01,166.0,TX ,"LATINO MEDIA NETWORK, LLC                                                   "
12121,KBTQ        ,26.148972222222200,-97.82194444444440,96.1,0.01,162.0,TX ,"LATINO MEDIA NETWORK, LLC                                                   "
12122,KTRU-LP     ,29.71636111111110,-95.40830555555560,96.1,0.01,0.0,TX ,WILLLIAM MARSH RICE UNIVERSITY                                              
12123,KCDF-LP     ,30.0055,-95.21661111111110,96.1,0.01,0.0,TX ,CENTRO MUNDIAL DE FE INC.                                                   
12124,K241CO,29.878777777777800,-95.5603611111111,96.1,0.01,0.0,TX ,LA PROMESA FOUNDATION                                                       
12125,K241CM,29.465777777777800,-95.22327777777780,96.1,0.01,0.0,TX ,"RELEVANT RADIO, INC.                                                        "
12126,KKTX-FM     ,32.370694444444400,-94.93911111111110,96.1,0.01,150.0,TX ,"TOWNSQUARE LICENSE, LLC                                                     "
12127,KKTX-FM     ,32.370694444444400,-94.93911111111110,96.1,0.01,141.0,TX ,"TOWNSQUARE LICENSE, LLC                                                     "
12128,KAGG        ,30.80075,-96.11688888888890,96.1,0.01,164.0,TX ,"IHM LICENSES, LLC                                                           "
12129,KAGG        ,30.652694444444400,-96.33827777777780,96.1,0.01,37.5,TX ,"IHM LICENSES, LLC                                                           "
12130,KMRK-FM     ,32.0865,-102.28652777777800,96.1,0.01,289.0,TX ,"ICA RADIO, LTD.                                                             "
12131,KXXM        ,29.63383333333330,-98.63197222222220,96.1,0.01,182.0,TX ,"IHM LICENSES, LLC                                                           "
12132,KXXM        ,29.633555555555600,-98.6308611111111,96.1,0.01,155.0,TX ,"IHM LICENSES, LLC                                                           "
12133,KXXM        ,29.63383333333330,-98.63197222222220,96.1,0.01,155.0,TX ,"IHM LICENSES, LLC                                                           "
12134,KIRP-LP     ,29.667722222222200,-95.7255,96.1,0.01,0.0,TX ,POSITIVE BROADCASTING COMPANY                                               
12135,K241BW,31.534055555555600,-97.18222222222220,96.1,0.01,0.0,TX ,EDUCATIONAL MEDIA FOUNDATION                                                
12136,KORQ        ,32.21458333333330,-99.88980555555560,96.1,0.01,160.0,TX ,COMMUNITY BROADCAST PARTNERS LLC                                            
12137,K241BV,38.5205,-113.28744444444400,96.1,0.01,0.0,UT ,BRIGHAM YOUNG UNIVERSITY                                                    
12138,WMQR        ,38.564,-78.94975000000000,96.1,0.01,308.0,VA ,"TIDEWATER COMMUNICATIONS, LLC                                               "
12139,WROX-FM     ,37.26263888888890,-76.01216666666670,96.1,0.01,220.0,VA ,"SINCLAIR TELECABLE, INC.                                                    "
12140,W241AL,36.902055555555600,-81.5415,96.1,0.01,0.0,VA ,"POSITIVE ALTERNATIVE RADIO, INC.                                            "
12141,W241AP,37.50888888888890,-77.57666666666670,96.1,0.01,0.0,VA ,"AUDACY LICENSE, LLC                                                         "
12142,WWKS        ,18.359166666666700,-64.97166666666670,96.1,0.01,0.0,VI ,"VIC WEB RADIO, LLC                                                          "
12143,WJSY-LP     ,44.943638888888900,-72.19675000000000,96.1,0.01,0.0,VT ,"VOICE IN THE KINGDOM RADIO, INC.                                            "
12144,WDEV-FM     ,44.127,-72.92816666666670,96.1,0.01,694.0,VT ,"RADIO VERMONT, INC.                                                         "
12145,KXXO        ,46.97288888888890,-123.13958333333300,96.1,0.01,717.0,WA ,"3 CITIES, INC."
12146,KXXO        ,46.8425,-122.76388888888900,96.1,0.01,349.0,WA ,"3 CITIES, INC."
12147,KFOO-FM     ,47.57044444444450,-117.08297222222200,96.1,0.01,744.0,WA ,"IHM LICENSES, LLC                                                           "
12148,KFOO-FM     ,47.57016666666670,-117.08436111111100,96.1,0.01,736.0,WA ,"IHM LICENSES, LLC                                                           "
12149,NEW         ,48.09777777777780,-122.18666666666700,96.1,0.01,-6.0,WA ,JAKE'S HOUSE CHURCH                                                         
12150,K241CV,46.513194444444400,-120.402,96.1,0.01,0.0,WA ,THOMAS W. READ                                                              
12151,WLKG        ,42.60947222222220,-88.44341666666670,96.1,0.01,100.0,WI ,"CTJ COMMUNICATIONS, LTD.                                                    "
12152,W241CI,43.03919444444440,-87.91925,96.1,0.01,0.0,WI ,"JJK MEDIA, LLC                                                              "
12153,WJMC-FM     ,45.6205,-91.74572222222220,96.1,0.01,147.0,WI ,"AMC PARTNERS RICE LAKE, LLC                                                 "
12154,WJMC-FM     ,45.50855555555560,-91.77405555555560,96.1,0.01,156.0,WI ,"AMC PARTNERS RICE LAKE, LLC                                                 "
12155,WTCX        ,43.81941666666670,-88.72230555555560,96.1,0.01,123.0,WI ,"RADIO PLUS, INC.                                                            "
12156,W241CJ,44.78025,-88.63122222222220,96.1,0.01,0.0,WI ,"RESULTS BROADCASTING OF IRON MOUNTAIN, INC.                                 "
12157,W241AG,43.720555555555600,-87.73369444444440,96.1,0.01,0.0,WI ,"MIDWEST COMMUNICATIONS, INC.                                                "
12158,WLXR        ,44.0255,-90.81622222222220,96.1,0.01,160.0,WI ,"MAGNUM RADIO, INC.                                                          "
12159,W241BQ,43.19575,-88.75711111111110,96.1,0.01,0.0,WI ,DAVID MAGNUM                                                                
12160,WKWS        ,38.36508333333330,-81.76819444444450,96.1,0.01,157.0,WV ,WEST VIRGINIA RADIO CORPORATION                                             
12161,WKWS        ,38.357055555555600,-81.60594444444440,96.1,0.01,110.0,WV ,WEST VIRGINIA RADIO CORPORATION                                             
12162,KKLX        ,44.05927777777780,-107.85416666666700,96.1,0.01,175.6,WY ,"LEGEND COMMUNICATIONS OF WYOMING, LLC                                       "
12163,KHRS        ,63.83766666666670,-148.98202777777800,96.3,0.01,-191.0,AK ,"VOICE FOR CHRIST MINISTRIES, INC.                                           "
12164,KXLW        ,61.33583333333330,-149.51555555555600,96.3,0.01,270.0,AK ,OMG FCC LICENSES LLC                                                        
12165,NEW         ,57.06023611111110,-135.3473888888890,96.3,0.01,-157.0,AK ,"ARTCHANGE, INC.                                                             "
12166,W242CP,32.950944444444400,-85.98525000000000,96.3,0.01,0.0,AL ,"MARBLE CITY MEDIA, LLC                                                      "
12167,W242AX,32.60041666666670,-85.498,96.3,0.01,0.0,AL ,"AUBURN NETWORK, INC.                                                        "
12168,W242AX,32.60041666666670,-85.498,96.3,0.01,0.0,AL ,"AUBURN NETWORK, INC.                                                        "
12169,W242AX,32.60041666666670,-85.498,96.3,0.01,0.0,AL ,"AUBURN NETWORK, INC.                                                        "
12170,W242AX,32.66763888888890,-85.55022222222220,96.3,0.01,0.0,AL ,"AUBURN NETWORK, INC.                                                        "
12171,W242CO,34.33730555555560,-86.27941666666670,96.3,0.01,0.0,AL ,"GUNTERSVILLE BROADCASTING COMPANY, INC.                                     "
12172,WJXI-LP     ,33.83727777777780,-85.733,96.3,0.01,0.0,AL ,CALHOUN COUNTY 9-1-1 DISTRICT
12173,WRNK-LP     ,32.874027777777800,-85.19216666666670,96.3,0.01,0.0,AL ,CONTACT MINISTRY CENTER                                                     
12174,WLYB        ,32.626194444444400,-88.20094444444450,96.3,0.01,100.0,AL ,"BLACKBELT BROADCASTING, INC.                                                "
12175,W242BW,32.47236111111110,-87.05444444444440,96.3,0.01,0.0,AL ,"ALEXANDER BROADCASTING COMPANY, LLC                                         "
12176,W242DA,31.83486111111110,-85.93327777777780,96.3,0.01,0.0,AL ,TROY BROADCASTING CORPORATION                                               
12177,KHLS        ,35.89897222222220,-89.88008333333330,96.3,0.01,132.0,AR ,BOBBY D. CALDWELL REVOCABLE TRUST                                           
12178,KTTG        ,34.69008333333330,-93.94325,96.3,0.01,401.0,AR ,"PEARSON BROADCASTING OF MENA, INC.                                          "
12179,K242AZ,35.53838888888890,-91.96791666666670,96.3,0.01,0.0,AR ,"CRAIN MEDIA PROPERTIES, LLC                                                 "
12180,K242AS,35.24663888888890,-114.743,96.3,0.01,0.0,AZ ,DONALD F. HENDREN                                                           
12181,K242BZ,34.68669444444440,-112.11794444444400,96.3,0.01,801.7,AZ ,YAVAPAI BROADCASTING CORPORATION                                            
12182,K242AQ,35.094166666666700,-113.90577777777800,96.3,0.01,0.0,AZ ,DONALD F. HENDREN                                                           
12183,K242AR,34.55166666666670,-114.1943888888890,96.3,0.01,0.0,AZ ,DONALD F. HENDREN                                                           
12184,KRIM-LP     ,34.25363888888890,-111.3115,96.3,0.01,0.0,AZ ,"PAYSON COUNCIL FOR THE MUSICAL ARTS, INC.                                   "
12185,KSWG        ,33.922805555555600,-112.7935,96.3,0.01,207.0,AZ ,"BARNA BROADCASTING, LLC                                                     "
12186,KSSB        ,33.120305555555600,-115.51277777777800,96.3,0.01,25.0,CA ,"LAZER LICENSES, LLC                                                         "
12187,KFMI        ,40.72680555555560,-123.97366666666700,96.3,0.01,489.0,CA ,"BICOASTAL MEDIA LICENSES II, LLC                                            "
12188,KROO-LP     ,38.5375,-123.02,96.3,0.01,19.0,CA ,RIVER ARTS AND MEDIA                                                        
12189,K242BR,33.867805555555600,-116.43388888888900,96.3,0.01,0.0,CA ,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.                               "
12190,KXCM        ,34.15416666666670,-116.19805555555600,96.3,0.01,74.0,CA ,COPPER MOUNTAIN BROADCASTING COMPANY                                        
12191,KXCM        ,34.13638888888890,-116.16944444444400,96.3,0.01,-19.5,CA ,COPPER MOUNTAIN BROADCASTING COMPANY                                        
12192,KXOL-FM     ,34.196666666666700,-118.25925,96.3,0.01,398.0,CA ,"KXOL LICENSING, INC.                                                        "
12193,KXOL-FM     ,34.08444444444440,-118.20369444444400,96.3,0.01,104.0,CA ,"KXOL LICENSING, INC.                                                        "
12194,KUBB        ,37.533277777777800,-120.031,96.3,0.01,629.0,CA ,"SMG-MERCED, LLC                                                             "
12195,KARC-LP     ,39.51263888888890,-121.53355555555600,96.3,0.01,0.0,CA ,CALVARY CHAPEL OROVILLE                                                     
12196,K242CW,34.23694444444450,-119.20333333333300,96.3,0.01,0.0,CA ,HIGH DESERT BROADCASTING LLC                                                
12197,K242CW,34.238055555555600,-119.20233333333300,96.3,0.01,0.0,CA ,HIGH DESERT BROADCASTING LLC                                                
12198,K242CW,34.238055555555600,-119.20233333333300,96.3,0.01,0.0,CA ,HIGH DESERT BROADCASTING LLC                                                
12199,K242CR,34.54719444444440,-118.21672222222200,96.3,0.01,0.0,CA ,"THE ASSOCIATION FOR COMMUNITY EDUCATION, INC.                               "
12200,K242AT,36.75611111111110,-121.50277777777800,96.3,0.01,0.0,CA ,CENTRAL VALLEY BROADCASTING CO. INC.                                        
12201,KXOL-FM1,34.329972222222200,-118.59980555555600,96.3,0.01,0.0,CA ,"KXOL LICENSING , INC.                                                       "
12202,KAJK        ,40.44322222222220,-120.64411111111100,96.3,0.01,-161.0,CA ,"INDEPENDENCE ROCK MEDIA, LLC                                                "
12203,K242AD,39.11655555555560,-123.2325,96.3,0.01,0.0,CA ,"BICOASTAL MEDIA LICENSES, LLC                                               "
12204,K242CS,34.610527777777800,-117.28919444444400,96.3,0.01,0.0,CA ,EDB VV LICENSE LLC                                                          
12205,K242BL,39.56330555555560,-107.317,96.3,0.01,-221.0,CO ,"PUBLIC BROADCASTING OF COLORADO, INC.                                       "
12206,K242AJ,37.36413888888890,-108.14672222222200,96.3,0.01,408.0,CO ,SOUTHWEST COLORADO TV TRANSLATOR ASSOCIATION                                
12207,K242AV,39.35330555555560,-106.68391666666700,96.3,0.01,-416.8,CO ,PITKIN COUNTY TRANSLATOR DEPARTMENT                                         
12208,WHUR-FM     ,38.950388888888900,-77.07941666666670,96.3,0.01,244.0,DC ,THE HOWARD UNIVERSITY                                                       
12209,W242CW,29.609944444444400,-83.13402777777780,96.3,0.01,0.0,FL ,"SUNCOAST RADIO, INC.                                                        "
12210,W242CS,29.634444444444400,-82.31361111111110,96.3,0.01,0.0,FL ,"MARC RADIO GAINESVILLE, LLC                                                 "
12211,W242CI,26.79977777777780,-80.07558333333330,96.3,0.01,0.0,FL ,"WPB FCC LICENSE SUB, LLC                                                    "
12212,W242AK,28.163638888888900,-82.01397222222220,96.3,0.01,0.0,FL ,"RADIO TRAINING NETWORK, INC.                                                "
12213,WULB-LP     ,27.369833333333300,-82.62541666666670,96.3,0.01,0.0,FL ,M & M COMMUNITY DEVELOPMENT INC LONGBOAT KEY BRANCH                         
12214,W242CA,29.20136111111110,-82.15175,96.3,0.01,0.0,FL ,GENERATIONS BROADCASTING CORP.                                              
12215,W242BF,30.194805555555600,-85.63077777777780,96.3,0.01,0.0,FL ,"IHM LICENSES, LLC                                                           "
12216,W242AC,27.324472222222200,-80.3133611111111,96.3,0.01,142.0,FL ,"FRIENDS BROADCASTING, INC.                                                  "
12217,WBPU-LP     ,27.752305555555600,-82.65197222222220,96.3,0.01,0.0,FL ,"AFRICAN PEOPLE'S EDUCATION AND DEFENSE FUND, INC.                           "
12218,WSCQ-LP     ,27.70836111111110,-82.35536111111110,96.3,0.01,0.0,FL ,"SUN CITY CENTER RADIO, INC.                                                 "
12219,WURK-LP     ,27.956833333333300,-82.48069444444450,96.3,0.01,0.0,FL ,"RAINBOW HEIGHTS NEIGHBORHOOD ASSOCIATION AND CRIME WATCH, IN                "
12220,WJIZ-FM     ,31.549444444444400,-84.00527777777780,96.3,0.01,248.0,GA ,"IHM LICENSES, LLC                                                           "
12221,W242CJ,31.16938888888890,-81.53705555555560,96.3,0.01,0.0,GA ,"IHM LICENSES, LLC                                                           "
12222,WTOC-FM     ,34.906750000000000,-83.41541666666670,96.3,0.01,395.0,GA ,SUTTON RADIOCASTING CORPORATION                                             
12223,W242BE,31.19772222222220,-82.32597222222220,96.3,0.01,0.0,GA ,"SATILLA BROADCAST PROPERTIES, LLC                                           "
12224,KOKO-LP     ,20.75658333333330,-155.98566666666700,96.3,0.01,0.0,HI ,KOKO FM                                                                     
12225,KRTR-FM     ,21.327083333333300,-157.75391666666700,96.3,0.01,645.0,HI ,"SM-KRTR-FM, LLC                                                             "
12226,KRTR-FM     ,21.327083333333300,-157.75391666666700,96.3,0.01,638.0,HI ,"SM-KRTR-FM, LLC                                                             "
12227,KRTR-FM     ,21.3975,-158.10027777777800,96.3,0.01,599.0,HI ,"SM-KRTR-FM, LLC                                                             "
12228,K242BW,43.28691666666670,-91.88433333333330,96.3,0.01,0.0,IA ,MINNESOTA PUBLIC RADIO                                                      
12229,KRNQ        ,40.400277777777800,-91.58611111111110,96.3,0.01,245.0,IA ,"COMMUNITY BROADCASTING, INC.                                                "
12230,K242BX,42.04775,-92.91158333333330,96.3,0.01,0.0,IA ,UNIVERSITY OF NORTHWESTERN-ST. PAUL                                         
12231,K242AM,42.60775,-95.0063611111111,96.3,0.01,45.0,IA ,"MINN-IOWA CHRISTIAN BROADCASTING, INC.                                      "
12232,KICL        ,41.332750000000000,-93.08638888888890,96.3,0.01,100.3,IA ,"IOWA PUBLIC RADIO, INC.                                                     "
12233,K242CV,42.70136111111110,-92.47322222222220,96.3,0.01,0.0,IA ,"AEL SUHR ENTERPRISES, INC                                                   "
12234,WLCN        ,40.244194444444400,-89.26425,96.3,0.01,81.0,IL ,"KM RADIO OF ATLANTA, L.L.C.                                                 "
12235,WBBM-FM     ,41.87891666666670,-87.63561111111110,96.3,0.01,474.0,IL ,"AUDACY LICENSE, LLC                                                         "
12236,WBBM-FM     ,41.93808333333330,-87.75116666666670,96.3,0.01,147.6,IL ,"AUDACY LICENSE, LLC                                                         "
12237,WBBM-FM     ,41.87891666666670,-87.6361388888889,96.3,0.01,443.0,IL ,"AUDACY LICENSE, LLC                                                         "
12238,W242CK,39.10727777777780,-88.56227777777780,96.3,0.01,0.0,IL ,"THE CROMWELL GROUP, INC. OF ILLINOIS                                        "
12239,WJAA        ,38.84722222222220,-85.8236111111111,96.3,0.01,98.0,IN ,"SOCIAL BUTTERFLY MEDIA, LLC.                                                "
12240,WXKE        ,41.106722222222200,-85.19608333333330,96.3,0.01,152.0,IN ,ARG OF FORT WAYNE LLC                                                       
12241,WMCV        ,39.25447222222220,-87.37919444444440,96.3,0.01,92.7,IN ,"COMMUNITY BROADCASTING, INC.                                                "
12242,WYHX        ,39.77575,-86.15261111111110,96.3,0.01,87.0,IN ,"BIBLE BROADCASTING NETWORK, INC.                                            "
12243,WYHX        ,39.71172222222220,-86.14580555555560,96.3,0.01,70.2,IN ,"BIBLE BROADCASTING NETWORK, INC.                                            "
12244,KZDY        ,39.50805555555560,-98.31616666666670,96.3,0.01,70.0,KS ,"DIERKING COMMUNICATIONS, INC.                                               "
12245,KZCH        ,37.718333333333300,-97.31838888888890,96.3,0.01,150.0,KS ,"IHM LICENSES, LLC                                                           "
12246,KZCH        ,37.71805555555560,-97.31838888888890,96.3,0.01,111.0,KS ,"IHM LICENSES, LLC                                                           "
